onet_task_code,task_id,dwa_id,iwa_id,depth,path_segments,hierarchy_path
4.A.1.b.2.I06:4.A.1.b.2.I06.D07:14165,14165,4.A.1.b.2.I06.D07,4.A.1.b.2.I06,4,"[""Inspecting Equipment, Structures, or Materials"", ""Inspect completed work or finished products."", ""Inspect textile products."", ""Observe woven cloth to detect weaving defects.""]","Inspecting Equipment, Structures, or Materials ; Inspect completed work or finished products. ; Inspect textile products. ; Observe woven cloth to detect weaving defects."
4.A.3.a.2.I06:4.A.3.a.2.I06.D01:14166,14166,4.A.3.a.2.I06.D01,4.A.3.a.2.I06,4,"[""Handling and Moving Objects"", ""Position workpieces or materials on equipment."", ""Feed materials or products into or through equipment."", ""Thread yarn, thread, and fabric through guides, needles, and rollers of machines for weaving, knitting, or other processing.""]","Handling and Moving Objects ; Position workpieces or materials on equipment. ; Feed materials or products into or through equipment. ; Thread yarn, thread, and fabric through guides, needles, and rollers of machines for weaving, knitting, or other processing."
4.A.3.a.2.I12:4.A.3.a.2.I12.D08:14163,14163,4.A.3.a.2.I12.D08,4.A.3.a.2.I12,4,"[""Handling and Moving Objects"", ""Cut materials."", ""Cut fabrics."", ""Remove defects in cloth by cutting and pulling out filling.""]",Handling and Moving Objects ; Cut materials. ; Cut fabrics. ; Remove defects in cloth by cutting and pulling out filling.
4.A.1.b.2.I07:4.A.1.b.2.I07.D15:14167,14167,4.A.1.b.2.I07.D15,4.A.1.b.2.I07,4,"[""Inspecting Equipment, Structures, or Materials"", ""Inspect commercial, industrial, or production systems or equipment."", ""Inspect production equipment."", ""Examine looms to determine causes of loom stoppage, such as warp filling, harness breaks, or mechanical defects.""]","Inspecting Equipment, Structures, or Materials ; Inspect commercial, industrial, or production systems or equipment. ; Inspect production equipment. ; Examine looms to determine causes of loom stoppage, such as warp filling, harness breaks, or mechanical defects."
4.A.1.b.2.I06:4.A.1.b.2.I06.D07:14164,14164,4.A.1.b.2.I06.D07,4.A.1.b.2.I06,4,"[""Inspecting Equipment, Structures, or Materials"", ""Inspect completed work or finished products."", ""Inspect textile products."", ""Inspect products to ensure that specifications are met and to determine if machines need adjustment.""]","Inspecting Equipment, Structures, or Materials ; Inspect completed work or finished products. ; Inspect textile products. ; Inspect products to ensure that specifications are met and to determine if machines need adjustment."
4.A.4.a.2.I08:4.A.4.a.2.I08.D02:14168,14168,4.A.4.a.2.I08.D02,4.A.4.a.2.I08,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Notify others of emergencies or problems."", ""Notify others of equipment repair or maintenance needs."", ""Notify supervisors or repair staff of mechanical malfunctions.""]","Communicating with Supervisors, Peers, or Subordinates ; Notify others of emergencies or problems. ; Notify others of equipment repair or maintenance needs. ; Notify supervisors or repair staff of mechanical malfunctions."
4.A.3.a.3.I12:4.A.3.a.3.I12.D04:14170,14170,4.A.3.a.3.I12.D04,4.A.3.a.3.I12,4,"[""Controlling Machines and Processes"", ""Operate cutting or grinding equipment."", ""Operate textile cutting or production equipment."", ""Start machines, monitor operations, and make adjustments as needed.""]","Controlling Machines and Processes ; Operate cutting or grinding equipment. ; Operate textile cutting or production equipment. ; Start machines, monitor operations, and make adjustments as needed."
4.A.3.a.3.I12:4.A.3.a.3.I12.D04:14174,14174,4.A.3.a.3.I12.D04,4.A.3.a.3.I12,4,"[""Controlling Machines and Processes"", ""Operate cutting or grinding equipment."", ""Operate textile cutting or production equipment."", ""Stop machines when specified amounts of product have been produced.""]",Controlling Machines and Processes ; Operate cutting or grinding equipment. ; Operate textile cutting or production equipment. ; Stop machines when specified amounts of product have been produced.
4.A.1.b.2.I07:4.A.1.b.2.I07.D15:14171,14171,4.A.1.b.2.I07.D15,4.A.1.b.2.I07,4,"[""Inspecting Equipment, Structures, or Materials"", ""Inspect commercial, industrial, or production systems or equipment."", ""Inspect production equipment."", ""Inspect machinery to determine whether repairs are needed.""]","Inspecting Equipment, Structures, or Materials ; Inspect commercial, industrial, or production systems or equipment. ; Inspect production equipment. ; Inspect machinery to determine whether repairs are needed."
4.A.4.a.2.I03:4.A.4.a.2.I03.D20:14173,14173,4.A.4.a.2.I03.D20,4.A.4.a.2.I03,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Communicate with others about operational plans or activities."", ""Exchange information with colleagues."", ""Confer with co-workers to obtain information about orders, processes, or problems.""]","Communicating with Supervisors, Peers, or Subordinates ; Communicate with others about operational plans or activities. ; Exchange information with colleagues. ; Confer with co-workers to obtain information about orders, processes, or problems."
4.A.1.b.2.I12:4.A.1.b.2.I12.D08:14176,14176,4.A.1.b.2.I12.D08,4.A.1.b.2.I12,4,"[""Inspecting Equipment, Structures, or Materials"", ""Test performance of equipment or systems."", ""Conduct test runs of production equipment."", ""Operate machines for test runs to verify adjustments and to obtain product samples.""]","Inspecting Equipment, Structures, or Materials ; Test performance of equipment or systems. ; Conduct test runs of production equipment. ; Operate machines for test runs to verify adjustments and to obtain product samples."
4.A.3.a.3.I12:4.A.3.a.3.I12.D04:14176,14176,4.A.3.a.3.I12.D04,4.A.3.a.3.I12,4,"[""Controlling Machines and Processes"", ""Operate cutting or grinding equipment."", ""Operate textile cutting or production equipment."", ""Operate machines for test runs to verify adjustments and to obtain product samples.""]",Controlling Machines and Processes ; Operate cutting or grinding equipment. ; Operate textile cutting or production equipment. ; Operate machines for test runs to verify adjustments and to obtain product samples.
4.A.3.b.1.I01:4.A.3.b.1.I01.D02:14178,14178,4.A.3.b.1.I01.D02,4.A.3.b.1.I01,4,"[""Working with Computers"", ""Program computer systems or production equipment."", ""Program equipment to perform production tasks."", ""Program electronic equipment.""]",Working with Computers ; Program computer systems or production equipment. ; Program equipment to perform production tasks. ; Program electronic equipment.
4.A.3.a.3.I12:4.A.3.a.3.I12.D04:14169,14169,4.A.3.a.3.I12.D04,4.A.3.a.3.I12,4,"[""Controlling Machines and Processes"", ""Operate cutting or grinding equipment."", ""Operate textile cutting or production equipment."", ""Set up, or set up and operate textile machines that perform textile processing and manufacturing operations such as winding, twisting, knitting, weaving, bonding, or stretching.""]","Controlling Machines and Processes ; Operate cutting or grinding equipment. ; Operate textile cutting or production equipment. ; Set up, or set up and operate textile machines that perform textile processing and manufacturing operations such as winding, twisting, knitting, weaving, bonding, or stretching."
4.A.3.a.2.I06:4.A.3.a.2.I06.D02:14181,14181,4.A.3.a.2.I06.D02,4.A.3.a.2.I06,4,"[""Handling and Moving Objects"", ""Position workpieces or materials on equipment."", ""Mount attachments or tools onto production equipment."", ""Install, level, and align machine components such as gears, chains, guides, dies, cutters, or needles to set up machinery for operation.""]","Handling and Moving Objects ; Position workpieces or materials on equipment. ; Mount attachments or tools onto production equipment. ; Install, level, and align machine components such as gears, chains, guides, dies, cutters, or needles to set up machinery for operation."
4.A.3.a.2.I09:4.A.3.a.2.I09.D08:14181,14181,4.A.3.a.2.I09.D08,4.A.3.a.2.I09,4,"[""Handling and Moving Objects"", ""Adjust equipment to ensure adequate performance."", ""Set equipment controls to meet cutting specifications."", ""Install, level, and align machine components such as gears, chains, guides, dies, cutters, or needles to set up machinery for operation.""]","Handling and Moving Objects ; Adjust equipment to ensure adequate performance. ; Set equipment controls to meet cutting specifications. ; Install, level, and align machine components such as gears, chains, guides, dies, cutters, or needles to set up machinery for operation."
4.A.3.a.2.I46:4.A.3.a.2.I46.D08:14181,14181,4.A.3.a.2.I46.D08,4.A.3.a.2.I46,4,"[""Handling and Moving Objects"", ""Set up equipment."", ""Install mechanical components in production equipment."", ""Install, level, and align machine components such as gears, chains, guides, dies, cutters, or needles to set up machinery for operation.""]","Handling and Moving Objects ; Set up equipment. ; Install mechanical components in production equipment. ; Install, level, and align machine components such as gears, chains, guides, dies, cutters, or needles to set up machinery for operation."
4.A.3.b.6.I08:4.A.3.b.6.I08.D03:14172,14172,4.A.3.b.6.I08.D03,4.A.3.b.6.I08,4,"[""Documenting/Recording Information"", ""Maintain operational records."", ""Record operational or production data."", ""Record information about work completed and machine settings.""]",Documenting/Recording Information ; Maintain operational records. ; Record operational or production data. ; Record information about work completed and machine settings.
4.A.1.a.1.I02:4.A.1.a.1.I02.D06:14179,14179,4.A.1.a.1.I02.D06,4.A.1.a.1.I02,4,"[""Getting Information"", ""Read documents or materials to inform work processes."", ""Study blueprints or other instructions to determine equipment setup requirements."", ""Study guides, loom patterns, samples, charts, or specification sheets, or confer with supervisors or engineering staff to determine setup requirements.""]","Getting Information ; Read documents or materials to inform work processes. ; Study blueprints or other instructions to determine equipment setup requirements. ; Study guides, loom patterns, samples, charts, or specification sheets, or confer with supervisors or engineering staff to determine setup requirements."
4.A.4.a.2.I03:4.A.4.a.2.I03.D20:14179,14179,4.A.4.a.2.I03.D20,4.A.4.a.2.I03,4,"[""Communicating with Supervisors, Peers, or Subordinates"", ""Communicate with others about operational plans or activities."", ""Exchange information with colleagues."", ""Study guides, loom patterns, samples, charts, or specification sheets, or confer with supervisors or engineering staff to determine setup requirements.""]","Communicating with Supervisors, Peers, or Subordinates ; Communicate with others about operational plans or activities. ; Exchange information with colleagues. ; Study guides, loom patterns, samples, charts, or specification sheets, or confer with supervisors or engineering staff to determine setup requirements."
4.A.3.b.4.I06:4.A.3.b.4.I06.D01:14180,14180,4.A.3.b.4.I06.D01,4.A.3.b.4.I06,4,"[""Repairing and Maintaining Mechanical Equipment"", ""Repair tools or equipment."", ""Replace worn equipment components."", ""Repair or replace worn or defective needles and other components, using hand tools.""]","Repairing and Maintaining Mechanical Equipment ; Repair tools or equipment. ; Replace worn equipment components. ; Repair or replace worn or defective needles and other components, using hand tools."
